date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:36	30611/30611	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min24b2.css	(from https://amisign.com/)
18:02:36	39750/39750	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/css/settings23da.css	(from https://amisign.com/)
18:02:36	116993/116993	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/bootstrap.min.css?ver=3.3.2	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/bootstrap.mind617.css	(from https://amisign.com/)
18:02:36	6654/6654	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/magnific-popup.css?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/magnific-popup8a54.css	(from https://amisign.com/)
18:02:36	70815/70815	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/material-design-iconic-font.min.css?ver=4.3.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/material-design-iconic-font.minb2f9.css	(from https://amisign.com/)
18:02:36	1044/1044	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/style.css?ver=4.9.26	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/style092c.css	(from https://amisign.com/)
18:02:36	8639/8639	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/pe-icon-7-stroke.css?ver=1.0.1	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/pe-icon-7-strokef269.css	(from https://amisign.com/)
18:02:36	361966/361966	------	200	untouched ('OK')	text/css	date:Sun,%2002%20Dec%202018%2014:35:12%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/staticcfa9.css	(from https://amisign.com/)
18:02:36	0/0	---M--	200	added ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/custom-dynamic.css?ver=4.9.26	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/custom-dynamic.12092c.delayed	(from https://amisign.com/)
18:02:37	110564/110564	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min23da.js	(from https://amisign.com/)
18:02:38	1/1	------	400	error ('Bad%20Request')	text/html	date:Sat,%2019%20Oct%202024%2011:48:43%20GMT	https://amisign.com/wp-admin/admin-ajax.php	./hrstreams/amisign.com/wp-admin/admin-ajax.1f.delayed	(from https://amisign.com/)
18:02:38	6308/6308	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/newsletter/style.css?ver=5.7.1	./hrstreams/amisign.com/wp-content/plugins/newsletter/stylea78f.css	(from https://amisign.com/)
18:02:38	484758/484758	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/css/js_composer.min24b2.css	(from https://amisign.com/)
18:02:38	96874/96874	------	200	untouched ('')	application/javascript	date:Thu,%2005%20Sep%202019%2001:59:48%20GMT	https://amisign.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	./hrstreams/amisign.com/wp-includes/js/jquery/jqueryb8ff.js	(from https://amisign.com/)
18:02:38	10056/10056	------	200	untouched ('')	application/javascript	date:Fri,%2020%20May%202016%2011:41:28%20GMT	https://amisign.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	./hrstreams/amisign.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://amisign.com/)
18:02:38	64949/64949	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min23da.js	(from https://amisign.com/)
18:02:38	36868/36868	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/bootstrap.min.js?ver=3.3.2	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/bootstrap.mind617.js	(from https://amisign.com/)
18:02:38	46281/46281	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.magnific-popup.min.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.magnific-popup.min8a54.js	(from https://amisign.com/)
18:02:38	55891/55891	------	200	untouched ('')	application/json	date:Sat,%2019%20Oct%202024%2011:48:39%20GMT	https://amisign.com/wp-json/	./hrstreams/amisign.com/wp-json/index.html	(from https://amisign.com/)
18:02:38	806/806	------	200	untouched ('')	text/xml	date:Sat,%2019%20Oct%202024%2011:48:38%20GMT	https://amisign.com/xmlrpc.php?rsd	./hrstreams/amisign.com/xmlrpc0db0.php	(from https://amisign.com/)
18:02:38	1045/1045	------	200	untouched ('')	application/xml	date:Thu,%2012%20Dec%202013%2001:19:12%20GMT	https://amisign.com/wp-includes/wlwmanifest.xml	./hrstreams/amisign.com/wp-includes/wlwmanifest.xml	(from https://amisign.com/)
18:02:38	2203/2203	------	200	untouched ('')	application/json	date:Sat,%2019%20Oct%202024%2011:48:41%20GMT	https://amisign.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famisign.com%2F	./hrstreams/amisign.com/wp-json/oembed/1.0/embedc99b.json	(from https://amisign.com/)
18:02:38	2298/2298	------	200	untouched ('')	text/xml	date:Sat,%2019%20Oct%202024%2011:48:42%20GMT	https://amisign.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famisign.com%2F&format=xml	./hrstreams/amisign.com/wp-json/oembed/1.0/embeddc7b	(from https://amisign.com/)
18:02:38	1325/1325	------	200	untouched ('')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/cropped-amicon1-32x32.png	./hrstreams/amisign.com/wp-content/uploads/2018/11/cropped-amicon1-32x32.png	(from https://amisign.com/)
18:02:38	13061/13061	------	200	untouched ('')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/cropped-amicon1-192x192.png	./hrstreams/amisign.com/wp-content/uploads/2018/11/cropped-amicon1-192x192.png	(from https://amisign.com/)
18:02:38	18080/18080	------	200	untouched ('')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/cropped-amicon1-180x180.png	./hrstreams/amisign.com/wp-content/uploads/2018/11/cropped-amicon1-180x180.png	(from https://amisign.com/)
18:02:38	87645/87645	------	200	untouched ('')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/hrstreams.svg	./hrstreams/amisign.com/wp-content/uploads/2018/11/hrstreams.svg	(from https://amisign.com/)
18:02:38	33845/33845	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:49%20GMT	https://amisign.com/forgot-password/	./hrstreams/amisign.com/forgot-password/index.html	(from https://amisign.com/)
18:02:38	41969/41969	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:49%20GMT	https://amisign.com/register/	./hrstreams/amisign.com/register/index.html	(from https://amisign.com/)
18:02:38	51659/51659	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:52%20GMT	https://amisign.com/about/	./hrstreams/amisign.com/about/index.html	(from https://amisign.com/)
18:02:38	50992/50992	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:51%20GMT	https://amisign.com/industry-standard/	./hrstreams/amisign.com/industry-standard/index.html	(from https://amisign.com/)
18:02:38	45602/45602	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:52%20GMT	https://amisign.com/jobs/	./hrstreams/amisign.com/jobs/index.html	(from https://amisign.com/)
18:02:38	40664/40664	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:53%20GMT	https://amisign.com/contact/	./hrstreams/amisign.com/contact/index.html	(from https://amisign.com/)
18:02:38	255563/255563	------	200	untouched ('')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/2-1-1.jpg	./hrstreams/amisign.com/wp-content/uploads/2018/11/2-1-1.jpg	(from https://amisign.com/)
18:02:38	45755/45755	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:53%20GMT	https://amisign.com/?s=java&post_type=jobboard-post-jobs	./hrstreams/amisign.com/indexeb6b.html	(from https://amisign.com/)
18:02:38	45790/45790	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:53%20GMT	https://amisign.com/?s=developer&post_type=jobboard-post-jobs	./hrstreams/amisign.com/index0505.html	(from https://amisign.com/)
18:02:38	45783/45783	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:54%20GMT	https://amisign.com/?s=software&post_type=jobboard-post-jobs	./hrstreams/amisign.com/indexc043.html	(from https://amisign.com/)
18:02:38	45755/45755	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:55%20GMT	https://amisign.com/?s=test&post_type=jobboard-post-jobs	./hrstreams/amisign.com/index196c.html	(from https://amisign.com/)
18:02:38	44253/44253	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:56%20GMT	https://amisign.com/?s=testengineer&post_type=jobboard-post-jobs	./hrstreams/amisign.com/index361a.html	(from https://amisign.com/)
18:02:38	2123/2123	------	200	untouched ('')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/process_icon3.png	./hrstreams/amisign.com/wp-content/uploads/2016/10/process_icon3.png	(from https://amisign.com/)
18:02:38	1070/1070	------	200	untouched ('')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/process_icon2.png	./hrstreams/amisign.com/wp-content/uploads/2016/10/process_icon2.png	(from https://amisign.com/)
18:02:38	1603/1603	------	200	untouched ('')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/process_icon1.png	./hrstreams/amisign.com/wp-content/uploads/2016/10/process_icon1.png	(from https://amisign.com/)
18:02:38	51224/51224	------	200	untouched ('')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/image-profile.jpg	./hrstreams/amisign.com/wp-content/uploads/2016/10/image-profile.jpg	(from https://amisign.com/)
18:02:38	75438/75438	------	200	untouched ('')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/image-CV.jpg	./hrstreams/amisign.com/wp-content/uploads/2016/10/image-CV.jpg	(from https://amisign.com/)
18:02:38	44451/44451	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:57%20GMT	https://amisign.com/job/technical-architect-api-platform/	./hrstreams/amisign.com/job/technical-architect-api-platform/index.html	(from https://amisign.com/)
18:02:38	45677/45677	------	200	untouched ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:57%20GMT	https://amisign.com/location/bangalore/	./hrstreams/amisign.com/location/bangalore/index.html	(from https://amisign.com/)
18:02:38	45451/45451	------	200	untouched ('')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/11/Testimonial_4.jpg	./hrstreams/amisign.com/wp-content/uploads/2016/11/Testimonial_4.jpg	(from https://amisign.com/)
18:02:38	3655/3655	------	200	untouched ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/owl.carousel.css?ver=2.0.0b	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/owl.carousel30b5.css	(from https://amisign.com/)
18:02:38	14710/14710	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	./hrstreams/amisign.com/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from https://amisign.com/)
18:02:38	5339/5339	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jquery.countdown.min.js?ver=2.2.0	./hrstreams/amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jquery.countdown.min3601.js	(from https://amisign.com/)
18:02:38	590/590	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jobboard-deadline.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jobboard-deadline9b74.js	(from https://amisign.com/)
18:02:38	66843/66843	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/libs/select2/select2.min.js?ver=4.0.3	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/libs/select2/select2.minfa0c.js	(from https://amisign.com/)
18:02:38	1835/1835	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/libs/select2/classie.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/libs/select2/classie9b74.js	(from https://amisign.com/)
18:02:38	628/628	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/libs/modal-effects/modal-effects.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/libs/modal-effects/modal-effects9b74.js	(from https://amisign.com/)
18:02:38	9699/9699	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/js/jobboard.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/js/jobboard9b74.js	(from https://amisign.com/)
18:02:38	19368/19368	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/news-twitter/js/jquery.bxslider.min.js?ver=4.1.2	./hrstreams/amisign.com/wp-content/plugins/news-twitter/js/jquery.bxslider.min8aee.js	(from https://amisign.com/)
18:02:38	708/708	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/news-twitter/js/news-twitter.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/plugins/news-twitter/js/news-twitter8a54.js	(from https://amisign.com/)
18:02:38	11219/11219	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/main.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/main8a54.js	(from https://amisign.com/)
18:02:38	1162/1162	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/menu.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/menu8a54.js	(from https://amisign.com/)
18:02:39	3045/3045	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.matchHeight-min.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.matchHeight-min8a54.js	(from https://amisign.com/)
18:02:39	17956/17956	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/enscroll.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/enscroll8a54.js	(from https://amisign.com/)
18:02:39	1089/1089	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/newsletter/subscription/validate.js?ver=5.7.1	./hrstreams/amisign.com/wp-content/plugins/newsletter/subscription/validatea78f.js	(from https://amisign.com/)
18:02:39	1443/1443	------	200	untouched ('')	application/javascript	date:Wed,%2017%20May%202023%2001:30:13%20GMT	https://amisign.com/wp-includes/js/wp-embed.min.js?ver=4.9.26	./hrstreams/amisign.com/wp-includes/js/wp-embed.min092c.js	(from https://amisign.com/)
18:02:39	19706/19706	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.5.5	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min24b2.js	(from https://amisign.com/)
18:02:39	77685/77685	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.min.js?ver=2.0.0b	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.min30b5.js	(from https://amisign.com/)
18:02:39	1189/1189	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/inc/elements/jobboard/cms-jobs.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/inc/elements/jobboard/cms-jobs8a54.js	(from https://amisign.com/)
18:02:39	1625/1625	------	200	untouched ('')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.cms.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.cms8a54.js	(from https://amisign.com/)
18:02:39	847/847	------	200	untouched ('')	image/gif	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	./hrstreams/amisign.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://amisign.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.4)
18:02:39	22449/22449	------	200	untouched ('')	application/vnd.ms-fontobject	date:Sat,%2019%20Mar%202016%2001:56:26%20GMT	https://amisign.com/wp-includes/fonts/dashicons.eot	./hrstreams/amisign.com/wp-includes/fonts/dashicons.eot	(from https://amisign.com/wp-includes/css/dashicons.min.css?ver=4.9.26)
18:02:40	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
18:02:42	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
18:02:42	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
18:02:42	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
18:02:44	935/935	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
18:02:45	184/184	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
18:02:45	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
